Date,Open,High,Low,Close,Adj Close,Volume
2/7/2022,137.449997,137.820007,136.270004,137.240005,130.755249,3759000
2/8/2022,137.229996,137.520004,135.779999,137.020004,130.545639,4181800
2/9/2022,137.839996,138.350006,136.830002,137.789993,131.279236,5393500
2/10/2022,135.470001,136.559998,133.169998,133.520004,128.743332,5978600
2/11/2022,133.899994,134.710007,132.380005,132.690002,127.943031,4176200
2/14/2022,132.589996,132.649994,129.070007,130.149994,125.493889,5345300
2/15/2022,130.639999,131.679993,129.610001,129.940002,125.29142,4394000
2/16/2022,129.449997,130.440002,128.259995,129.179993,124.558601,4875600
2/17/2022,128.050003,128.5,124.849998,124.970001,120.499222,6797000
2/18/2022,124.940002,125.440002,123.610001,124.349998,119.90139,4609200
2/22/2022,124.199997,125,122.68,123.919998,119.486778,5349700
2/23/2022,124.379997,124.699997,121.870003,122.07,117.702965,4086400
2/24/2022,120,122.099998,118.809998,121.970001,117.606537,6563200
2/25/2022,122.050003,124.260002,121.449997,124.18,119.73748,4460900
2/28/2022,122.209999,123.389999,121.040001,122.510002,118.127213,6757300
3/1/2022,122.669998,123.389999,120.699997,121.349998,117.00872,4873300
3/2/2022,122.589996,124.639999,121.800003,123.860001,119.428932,4891400
3/3/2022,124.959999,126.669998,124.239998,125.93,121.424873,5206600
3/4/2022,124.400002,127.349998,124.209999,126.620003,122.090187,4402400
3/7/2022,126.470001,127.910004,125.620003,126.07,121.55986,5047400
3/8/2022,126.620003,128.350006,124.82,125.68,121.183815,4887600
3/9/2022,127.410004,128.100006,125.910004,126.220001,121.704498,4403500
3/10/2022,125.75,126.029999,123.129997,124.349998,119.90139,5326800
3/11/2022,125,126.769997,123.910004,123.959999,119.525345,4119600
3/14/2022,124.449997,125.160004,122.690002,123.940002,119.506065,3289200
3/15/2022,124,125.940002,123.220001,125.639999,121.145248,4021200
3/16/2022,126.5,127.279999,124.709999,127.040001,122.495163,4292800
3/17/2022,127.099998,128.289993,126.529999,127.959999,123.382248,3671900
3/18/2022,127.379997,128.929993,126.370003,128.759995,124.153618,7466000
3/21/2022,129,129.740005,127.400002,128.100006,123.517242,3384600
3/22/2022,128.5,129.300003,127.849998,129.059998,124.442894,2690200
3/23/2022,129.080002,129.320007,128.25,128.300003,123.710091,2924500
3/24/2022,128.330002,129.369995,127.800003,129.25,124.626091,2971100
3/25/2022,129.5,131.399994,129.309998,131.350006,126.650986,3530200
3/28/2022,130.820007,131.5,129.600006,131.470001,126.766678,2483500
3/29/2022,132.039993,132.839996,130.429993,131.940002,127.219872,5791000
3/30/2022,132.009995,133.080002,131.389999,132.130005,127.403076,2622900
3/31/2022,130.720001,131.880005,130,130.020004,125.368553,4274000
4/1/2022,129.660004,130.270004,128.059998,130.149994,125.493889,4012400
4/4/2022,130.259995,130.449997,128.929993,130.270004,125.609604,2809800
4/5/2022,129.850006,131.229996,128.660004,128.889999,124.278976,3107200
4/6/2022,127.779999,129.509995,127.25,129.389999,124.761093,3958100
4/7/2022,128.869995,129.25,126.730003,128.550003,123.951141,3538300
4/8/2022,128.009995,128.779999,127.269997,127.730003,123.160477,3143300
4/11/2022,127.949997,128.179993,126.18,126.370003,121.849136,3202500
4/12/2022,126.419998,127.339996,125.580002,125.980003,121.473076,2691000
4/13/2022,125.639999,126.669998,124.910004,126.139999,121.62735,3064900
4/14/2022,128.929993,130.580002,126.379997,126.559998,122.032326,6384200
4/18/2022,126.599998,127.389999,125.529999,126.169998,121.656281,4884200
4/19/2022,126.080002,129.399994,126,129.149994,124.529678,7971400
4/20/2022,135,139.559998,133.380005,138.320007,133.371628,17859200
4/21/2022,138.229996,141.880005,137.350006,139.850006,134.846893,9922300
4/22/2022,139.699997,140.440002,137.350006,138.25,133.304123,6508600
4/25/2022,137.589996,139.649994,135.190002,139.100006,134.123718,5748300
4/26/2022,139,139.869995,136.169998,136.190002,131.317825,4956200
4/27/2022,135.779999,137.119995,134.630005,135.059998,130.228256,4369100
4/28/2022,136.850006,136.990005,134.809998,135.740005,130.883926,4474300
4/29/2022,135.130005,135.550003,132,132.210007,127.480217,5078700
5/2/2022,133,133.770004,130.889999,133.039993,128.280502,4213500
5/3/2022,133,133.600006,131.990005,132.520004,127.779129,3688600
5/4/2022,132.869995,137.869995,132.139999,137.399994,132.484512,5932600
5/5/2022,136.460007,137.259995,134.759995,135.919998,131.05748,5957400
5/6/2022,135.470001,137.990005,135.470001,137.669998,132.744858,7306400
5/9/2022,134.410004,136.350006,133.320007,134.440002,131.202911,7647900
5/10/2022,135,135.410004,128.429993,129.130005,126.020775,8642400
5/11/2022,129.860001,132.960007,129.860001,130.75,127.601761,5301100
5/12/2022,131.270004,133.619995,130.410004,132.899994,129.699997,5384800
5/13/2022,133,133.800003,131.050003,133.600006,130.383148,4195100
5/16/2022,133.100006,136.509995,132.410004,135.029999,131.778702,4250400
5/17/2022,137.190002,138.369995,135.639999,138.369995,135.038284,4372900
5/18/2022,137.100006,137.619995,132.169998,132.940002,129.739029,6003000
5/19/2022,132,132.320007,128.710007,129.660004,126.538017,5819700
5/20/2022,130.179993,130.369995,125.800003,128.479996,125.386421,6914500
5/23/2022,129.5,131.949997,129.419998,131.169998,128.011658,3591500
5/24/2022,130.570007,134.369995,130.419998,133.800003,130.578323,4189700
5/25/2022,132.860001,134.820007,132.860001,134.389999,131.154129,3299300
5/26/2022,135,137.550003,134.520004,136.889999,133.593918,3929300
5/27/2022,137.389999,139.740005,137.240005,139.270004,135.916626,4608000
5/31/2022,138.199997,139.830002,136.809998,138.839996,135.496964,7978100
6/1/2022,139.669998,140.470001,138.520004,139.429993,136.072754,3796500
6/2/2022,139.449997,140.289993,136.850006,140.149994,136.775421,3734800
6/3/2022,140.259995,142.580002,139.740005,141.179993,137.780624,4352200
6/6/2022,142.979996,144.729996,142,142.880005,139.439697,4766900
6/7/2022,142.600006,142.979996,140.960007,142.779999,139.342102,2887100
6/8/2022,142.070007,142.800003,140.149994,140.830002,137.439056,3005700
6/9/2022,140.149994,141.039993,137.929993,137.960007,134.638168,3591000
6/10/2022,137.800003,137.800003,135.25,136.190002,132.910782,4659500
6/13/2022,133.970001,137.570007,133.759995,135.110001,131.856781,6486000
6/14/2022,135,136.949997,134.860001,135.720001,132.452087,4607800
6/15/2022,136.009995,138.449997,135.580002,137.059998,133.759827,4606900
6/16/2022,135.300003,136.240005,134.389999,135.669998,132.40329,5386400
6/17/2022,135.990005,136.979996,132.850006,135.020004,131.768951,12968500
6/21/2022,135.899994,138.5,135.899994,137.850006,134.530807,4089300
6/22/2022,136.100006,138.179993,136.029999,137.080002,133.779343,3791500
6/23/2022,137.139999,138.619995,136.5,138.440002,135.106598,4547900
6/24/2022,139.199997,142.369995,139.130005,142.059998,138.63945,11493000
6/27/2022,142.259995,143.830002,141.949997,142.800003,139.361618,3936000
6/28/2022,142.919998,144.160004,141.320007,141.860001,138.44426,4064800
6/29/2022,142.740005,143.520004,139.5,140.710007,137.321945,4161500
6/30/2022,139.580002,142.460007,139.279999,141.190002,137.79039,4878000
7/1/2022,141,141.669998,139.259995,141.119995,137.722076,4011900
7/5/2022,139.970001,139.970001,135.270004,137.619995,134.306335,6273400
7/6/2022,138,139.139999,137.130005,138.080002,134.75528,3237000
7/7/2022,138.910004,141.320007,138.830002,140.830002,137.439056,3897100
7/8/2022,140.759995,141.320007,139.820007,140.470001,137.087723,2820800
7/11/2022,140.619995,141.869995,140.130005,141,137.604965,3904700
7/12/2022,140.839996,141.550003,138.570007,139.179993,135.828781,3235400
7/13/2022,137.179993,138.899994,136.800003,137.179993,133.876938,4123200
7/14/2022,135.600006,139.429993,135.020004,139.059998,135.71167,5298400
7/15/2022,140.679993,140.679993,138.610001,139.919998,136.55098,4519300
7/18/2022,140.149994,140.309998,137.779999,138.130005,134.804077,8231700
7/19/2022,131.580002,132.559998,127.720001,130.880005,127.728638,29690500
7/20/2022,130.699997,130.720001,128.059998,129.179993,126.069565,9882000
7/21/2022,128.75,128.809998,125.129997,127.150002,124.088448,11975400
7/22/2022,127.029999,128.320007,125.709999,128.25,125.161957,6467200
7/25/2022,128.440002,129.130005,127.900002,128.539993,125.444969,4702400
7/26/2022,128.259995,129.300003,127.629997,128.080002,124.996063,3645300
7/27/2022,127.970001,129.429993,127.580002,129.119995,126.011002,4175600
7/28/2022,128.75,129.809998,128.610001,129.220001,126.108604,3913700
7/29/2022,129.520004,131,129.309998,130.789993,127.640793,5786800
8/1/2022,130.75,132.699997,130.699997,132.039993,128.860703,4142100
8/2/2022,132.199997,132.779999,130.509995,131.809998,128.636246,4403600
8/3/2022,131.820007,132.860001,131.320007,132.339996,129.153488,3088500
8/4/2022,132.149994,132.289993,131.020004,131.639999,128.470337,3179800
8/5/2022,131.25,132.669998,131.070007,132.479996,129.2901,2586500
8/8/2022,133.100006,133.350006,132.020004,132.610001,129.416977,3821200
8/9/2022,129.919998,130.789993,129.119995,129.470001,127.944542,3496000
8/10/2022,130.75,131.779999,130.339996,131.5,129.950623,3664000
8/11/2022,132.360001,133.229996,132,132.539993,130.978363,3501900
8/12/2022,132.619995,134.089996,131.979996,134.009995,132.431046,2766900
8/15/2022,132.960007,135.190002,132.240005,134.929993,133.340195,2791200
8/16/2022,134.600006,137.369995,134.449997,136.559998,134.951004,4313600
8/17/2022,136.460007,138.419998,136.300003,137.789993,136.166504,3667600
8/18/2022,137.789993,139.119995,137.75,139.070007,137.431442,3177700
8/19/2022,138.75,139.339996,137.660004,138.369995,136.73967,3155800
8/22/2022,137.649994,137.850006,135.470001,135.550003,133.952911,3093600
8/23/2022,135.369995,136.100006,134.720001,134.740005,133.152451,4141800
8/24/2022,134.889999,135.110001,133.110001,133.229996,131.660233,2855400
8/25/2022,133.649994,134.429993,133.070007,133.979996,132.401398,2706000
8/26/2022,134.100006,134.179993,130.339996,130.380005,128.843826,4185300
8/29/2022,129.990005,131.419998,129.570007,130.309998,128.774643,2783000
8/30/2022,130.559998,130.770004,129.289993,129.580002,128.053238,2407900
8/31/2022,129.919998,130,128.399994,128.449997,126.936554,3490400
9/1/2022,128.399994,129.820007,127.739998,129.660004,128.132309,3396200
9/2/2022,130.300003,130.559998,127.239998,127.790001,126.284332,3040600
9/6/2022,127.800003,128.059998,126.300003,126.720001,125.226944,3347100
9/7/2022,126.690002,127.870003,126.279999,127.709999,126.205276,2401500
9/8/2022,127.199997,128.539993,126.589996,128.470001,126.956322,2964600
9/9/2022,128.899994,129.490005,128.059998,129.190002,127.667839,3291900
9/12/2022,130.330002,130.990005,129.889999,130.660004,129.120529,3741100
9/13/2022,129.139999,129.910004,126.769997,127.25,125.750694,4565600
9/14/2022,127.5,129,126.849998,127.690002,126.185516,3819100
9/15/2022,127.389999,127.470001,124.900002,125.489998,124.011429,5141700
9/16/2022,124.360001,127.529999,123.830002,127.269997,125.770454,9839700
9/19/2022,126.489998,128.059998,126.279999,127.730003,126.225044,3981600
9/20/2022,126.900002,126.989998,125.519997,126.300003,124.81189,2837500
9/21/2022,126.889999,127.839996,124.919998,124.93,123.458031,3389500
9/22/2022,124.760002,126.510002,124.410004,125.309998,123.833549,4046600
9/23/2022,124.529999,125,121.739998,122.709999,121.264191,5195600
9/26/2022,122.300003,124.260002,121.75,122.010002,120.572441,3987800
9/27/2022,122.599998,123.949997,121.080002,121.739998,120.305618,4117200
9/28/2022,121.650002,123.230003,119.809998,122.760002,121.313599,4996400
9/29/2022,121.849998,122.620003,120.57,121.629997,120.196907,3817700
9/30/2022,121.660004,122.43,118.610001,118.809998,117.410133,5346100
10/3/2022,120.160004,122.209999,119.599998,121.510002,120.078331,4261700
10/4/2022,122.800003,125.650002,122.519997,125.5,124.021317,4566100
10/5/2022,124.709999,126.459999,124.230003,125.739998,124.258484,3212900
10/6/2022,124.879997,125.300003,121.769997,122.230003,120.789848,5074600
10/7/2022,121.5,121.800003,118.07,118.82,117.420021,4499700
10/10/2022,119.790001,119.959999,117.040001,117.75,116.362625,5990000
10/11/2022,117.459999,119.230003,116.940002,117.800003,116.412041,4043100
10/12/2022,118,118.809998,117.199997,117.57,116.184746,3338800
10/13/2022,116.099998,122.150002,115.550003,121.790001,120.355026,5837500
10/14/2022,121.800003,122.540001,119.839996,120.040001,118.625648,3762400
10/17/2022,121.800003,122.879997,121.43,121.519997,120.088203,5458600
10/18/2022,123,123.940002,121.82,122.940002,121.491478,5120300
10/19/2022,122.360001,123.940002,121.989998,122.510002,121.066544,5906600
10/20/2022,126.25,128.960007,125.150002,128.300003,126.78833,13623100
10/21/2022,128.389999,130.850006,127.589996,129.899994,128.369461,7201300
10/24/2022,130.899994,133.110001,129.850006,132.690002,131.126602,5610900
10/25/2022,132,133.300003,131.300003,132.929993,131.36377,5957600
10/26/2022,133.720001,135.860001,132.809998,135.009995,133.419266,5139000
10/27/2022,135.550003,136.399994,134.449997,134.770004,133.182098,3993200
10/28/2022,135.559998,138.860001,135.220001,138.509995,136.878021,5965500
10/31/2022,138.059998,138.770004,136.600006,138.289993,136.660614,4915300
11/1/2022,138.25,138.649994,136.699997,138.199997,136.571671,3590600
11/2/2022,137.75,140.169998,136.800003,136.830002,135.217819,5360500
11/3/2022,136.419998,136.479996,133.970001,134.470001,132.885635,4442400
11/4/2022,135.649994,137.729996,134.940002,136.960007,135.346298,4178000
11/7/2022,136.639999,138.699997,136.509995,138.339996,136.710022,4043100
11/8/2022,139,140.929993,138.720001,140.039993,138.389999,5042800
11/9/2022,137.949997,138.899994,136.940002,137.389999,137.389999,4720000
11/10/2022,140.259995,141.369995,138.289993,141.229996,141.229996,5389000
11/11/2022,141.5,144.130005,140.960007,143.169998,143.169998,5871300
11/14/2022,142.630005,146.080002,142.179993,144.199997,144.199997,5293500
11/15/2022,144.080002,146.160004,142,144.339996,144.339996,4727100
11/16/2022,144.130005,144.949997,144.009995,144.520004,144.520004,3445200
11/17/2022,143.410004,146.179993,143.25,146.089996,146.089996,3954000
11/18/2022,146.559998,148.309998,145.940002,147.639999,147.639999,4661700
11/21/2022,147.550003,147.929993,146.449997,146.679993,146.679993,3476200
11/22/2022,147.600006,149.350006,147.020004,149.100006,149.100006,7062100
11/23/2022,149.100006,150.460007,148.300003,148.75,148.75,3658200
11/25/2022,148.270004,149.490005,148.100006,148.369995,148.369995,2075200
11/28/2022,147.979996,148.240005,145.940002,146.179993,146.179993,3538100
11/29/2022,145.910004,147.169998,145.699997,146.490005,146.490005,2754700
11/30/2022,146.190002,149.639999,145.669998,148.899994,148.899994,6377600
12/1/2022,149.979996,150.009995,147.339996,149.160004,149.160004,4495900
12/2/2022,148.130005,149.160004,147.729996,148.669998,148.669998,2900000
12/5/2022,147.940002,148.929993,146.800003,147.410004,147.410004,2784600
12/6/2022,147.300003,147.800003,146.699997,147.5,147.5,2847600
12/7/2022,147.330002,148.100006,146.289993,147.270004,147.270004,3971300
12/8/2022,147.899994,149.149994,147.369995,147.779999,147.779999,2665700
12/9/2022,147.399994,148.339996,146.970001,147.050003,147.050003,3047600
12/12/2022,147.820007,149.210007,146.940002,149.210007,149.210007,4032800
12/13/2022,150.369995,153.210007,149.949997,150.570007,150.570007,8811500
12/14/2022,150.470001,151.910004,148.449997,149.860001,149.860001,4205900
12/15/2022,148.520004,148.979996,141.580002,142.360001,142.360001,6687000
12/16/2022,141.25,141.919998,138.970001,140.160004,140.160004,9834400
12/19/2022,140.160004,140.440002,137.199997,138.869995,138.869995,5282900
12/20/2022,138.839996,141.429993,138.339996,141.279999,141.279999,5156500
12/21/2022,141.839996,143.089996,140.979996,142.139999,142.139999,3793700
12/22/2022,140.949997,141.440002,138.619995,140.880005,140.880005,3337100
12/23/2022,140.589996,141.860001,139.600006,141.649994,141.649994,2092500
12/27/2022,141.729996,142.720001,141.229996,142.419998,142.419998,2742400
12/28/2022,142.399994,142.809998,139.949997,140.020004,140.020004,2539500
12/29/2022,140.580002,142.259995,140.449997,141.059998,141.059998,2337200
12/30/2022,140.539993,140.899994,139.449997,140.889999,140.889999,2858000
1/3/2023,141.100006,141.899994,140.479996,141.550003,141.550003,3338600
1/4/2023,142.070007,143.619995,141.369995,142.600006,142.600006,3869200
1/5/2023,142.440002,142.5,140.009995,141.110001,141.110001,2866600
1/6/2023,142.380005,144.25,141.580002,143.699997,143.699997,3573600
1/9/2023,144.080002,145.470001,143.399994,143.550003,143.550003,3987700
1/10/2023,143.610001,144.850006,142.899994,144.800003,144.800003,2152100
1/11/2023,145,145.529999,143.449997,145.259995,145.259995,3268700
1/12/2023,144.880005,146.660004,144.520004,145.550003,145.550003,2715900
1/13/2023,144.059998,146.100006,144.009995,145.889999,145.889999,2455700
1/17/2023,146.419998,147.179993,145.009995,145.190002,145.190002,2986500
1/18/2023,144.399994,144.679993,140.229996,140.410004,140.410004,6445600
1/19/2023,140,142.229996,139.75,140.619995,140.619995,4833900
1/20/2023,141.669998,141.860001,140.509995,141.199997,141.199997,7152700
1/23/2023,141.399994,142.990005,141.059998,141.860001,141.860001,5898400
1/24/2023,141.25,142.75,140,141.490005,141.490005,4407600
1/25/2023,140.470001,141.029999,139.360001,140.759995,140.759995,7347500
1/26/2023,137.529999,138.270004,132.979996,134.449997,134.449997,17548500
1/27/2023,134.440002,135.490005,133.770004,134.389999,134.389999,8140700
1/30/2023,134.320007,136.110001,133.979996,135.300003,135.300003,5375700
1/31/2023,135.5,135.649994,133.759995,134.729996,134.729996,7206400
2/1/2023,134.490005,135.789993,132.800003,135.089996,135.089996,5428900
2/2/2023,135.960007,136.720001,134.850006,136.389999,136.389999,6107800
2/3/2023,136.350006,136.949997,135.529999,136.940002,136.940002,3754500
2/6/2023,135.830002,136.276001,134.960007,136.070007,136.070007,2283463
